Type, GameLimit, MoveLimit, C, Win, MedalLeft, MovesMade, Score, Duration
Heuristic Based, 100, 5, 1.4, 1, 0, 8, 230000, 9.896
Heuristic Based, 100, 5, 1.4, 1, 0, 10, 110400, 12.084
Heuristic Based, 100, 5, 1.4, 1, 0, 13, 136462, 17.560
Heuristic Based, 100, 5, 1.4, 1, 0, 9, 217778, 11.621
Heuristic Based, 100, 5, 1.4, 1, 0, 18, 88667, 23.806
Heuristic Based, 100, 5, 1.4, 1, 0, 13, 101846, 17.438
Heuristic Based, 100, 5, 1.4, 0, 1, 20, 43000, 23.315
Heuristic Based, 100, 5, 1.4, 1, 0, 11, 180364, 15.466
DL Outcome Labels, 100, 5, 1.4, 1, 0, 16, 76750, 23.213
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 15500, 26.229
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 28200, 26.961
Random, -, -, 1.4, 0, 3, 20, 12200, 0.076
Random, -, -, 1.4, 0, 3, 20, 17500, 0.073
Random, -, -, 1.4, 0, 2, 20, 29600, 0.067
Random, -, -, 1.4, 0, 3, 20, 12900, 0.067
Random, -, -, 1.4, 0, 1, 20, 50700, 0.071
Random, -, -, 1.4, 0, 2, 20, 34800, 0.061
Random, -, -, 1.4, 0, 3, 20, 12600, 0.067
Random, -, -, 1.4, 0, 2, 20, 31300, 0.079
Random, -, -, 1.4, 0, 3, 20, 13100, 0.066
Random, -, -, 1.4, 0, 2, 20, 28400, 0.059
Random, -, -, 1.4, 0, 3, 20, 23600, 0.070
Random, -, -, 1.4, 0, 2, 20, 67100, 0.064
Random, -, -, 1.4, 0, 2, 20, 28600, 0.062
Random, -, -, 1.4, 0, 2, 20, 36200, 0.077
Random, -, -, 1.4, 0, 2, 20, 30900, 0.064
Random, -, -, 1.4, 0, 2, 20, 26800, 0.063
Random, -, -, 1.4, 0, 1, 20, 57400, 0.066
Random, -, -, 1.4, 0, 3, 20, 17900, 0.074
Random, -, -, 1.4, 0, 2, 20, 26600, 0.062
Random, -, -, 1.4, 0, 3, 20, 13500, 0.060
Random, -, -, 1.4, 0, 2, 20, 39500, 0.067
Random, -, -, 1.4, 0, 2, 20, 28900, 0.072
Random, -, -, 1.4, 0, 3, 20, 16200, 0.068
Random, -, -, 1.4, 0, 3, 20, 9700, 0.059
Random, -, -, 1.4, 0, 1, 20, 78400, 0.069
Random, -, -, 1.4, 0, 1, 20, 50800, 0.072
Random, -, -, 1.4, 0, 2, 20, 28400, 0.061
Random, -, -, 1.4, 0, 3, 20, 14800, 0.063
Random, -, -, 1.4, 0, 2, 20, 55100, 0.069
Random, -, -, 1.4, 0, 1, 20, 53500, 0.076
Random, -, -, 1.4, 0, 1, 20, 46700, 0.060
Random, -, -, 1.4, 0, 2, 20, 63900, 0.062
Random, -, -, 1.4, 0, 2, 20, 65800, 0.068
Random, -, -, 1.4, 0, 3, 20, 11000, 0.077
Random, -, -, 1.4, 0, 3, 20, 14400, 0.061
Random, -, -, 1.4, 0, 2, 20, 30500, 0.061
Random, -, -, 1.4, 0, 3, 20, 18000, 0.062
Random, -, -, 1.4, 0, 2, 20, 64700, 0.094
Random, -, -, 1.4, 0, 2, 20, 26200, 0.061
Random, -, -, 1.4, 0, 2, 20, 33700, 0.065
Random, -, -, 1.4, 0, 2, 20, 36600, 0.071
Random, -, -, 1.4, 0, 2, 20, 46300, 0.079
Random, -, -, 1.4, 0, 3, 20, 31300, 0.064
Random, -, -, 1.4, 0, 2, 20, 26200, 0.060
Random, -, -, 1.4, 0, 3, 20, 16500, 0.061
Random, -, -, 1.4, 0, 3, 20, 11700, 0.070
Random, -, -, 1.4, 0, 2, 20, 35500, 0.063
Random, -, -, 1.4, 0, 2, 20, 26800, 0.067
Random, -, -, 1.4, 0, 1, 20, 45400, 0.062
Random, -, -, 1.4, 0, 1, 20, 73700, 0.071
Random, -, -, 1.4, 0, 3, 20, 20300, 0.068
Random, -, -, 1.4, 0, 2, 20, 26900, 0.061
Random, -, -, 1.4, 0, 1, 20, 41000, 0.062
Random, -, -, 1.4, 0, 2, 20, 31900, 0.071
Random, -, -, 1.4, 0, 3, 20, 25300, 0.067
Random, -, -, 1.4, 0, 2, 20, 54500, 0.069
Random, -, -, 1.4, 0, 2, 20, 69600, 0.062
Random, -, -, 1.4, 0, 2, 20, 27100, 0.073
Random, -, -, 1.4, 0, 3, 20, 11200, 0.062
Random, -, -, 1.4, 0, 2, 20, 38400, 0.064
Random, -, -, 1.4, 0, 2, 20, 63800, 0.072
Random, -, -, 1.4, 0, 3, 20, 12600, 0.062
Random, -, -, 1.4, 0, 1, 20, 67100, 0.073
Random, -, -, 1.4, 0, 3, 20, 9200, 0.060
Random, -, -, 1.4, 0, 2, 20, 28300, 0.073
Random, -, -, 1.4, 0, 2, 20, 38200, 0.067
Random, -, -, 1.4, 0, 3, 20, 41400, 0.066
Random, -, -, 1.4, 0, 3, 20, 17600, 0.078
Random, -, -, 1.4, 0, 3, 20, 13200, 0.070
Random, -, -, 1.4, 0, 3, 20, 19300, 0.069
Random, -, -, 1.4, 0, 2, 20, 34400, 0.066
Random, -, -, 1.4, 0, 2, 20, 48700, 0.079
Random, -, -, 1.4, 0, 2, 20, 32300, 0.063
Random, -, -, 1.4, 0, 2, 20, 26000, 0.064
Random, -, -, 1.4, 0, 2, 20, 70200, 0.071
Random, -, -, 1.4, 0, 3, 20, 12200, 0.063
Random, -, -, 1.4, 0, 2, 20, 31900, 0.063
Random, -, -, 1.4, 0, 3, 20, 14900, 0.080
Random, -, -, 1.4, 0, 3, 20, 15500, 0.065
Random, -, -, 1.4, 0, 3, 20, 10200, 0.066
Random, -, -, 1.4, 0, 2, 20, 28000, 0.074
Random, -, -, 1.4, 0, 2, 20, 46300, 0.064
Random, -, -, 1.4, 0, 3, 20, 16400, 0.065
Random, -, -, 1.4, 0, 1, 20, 68800, 0.072
Random, -, -, 1.4, 0, 2, 20, 50200, 0.070
Random, -, -, 1.4, 0, 1, 20, 69900, 0.070
Random, -, -, 1.4, 0, 2, 20, 34000, 0.072
Random, -, -, 1.4, 0, 1, 20, 55200, 0.066
Random, -, -, 1.4, 0, 1, 20, 46100, 0.063
Random, -, -, 1.4, 0, 3, 20, 19600, 0.079
Random, -, -, 1.4, 0, 2, 20, 89000, 0.066
Random, -, -, 1.4, 0, 3, 20, 21400, 0.074
Random, -, -, 1.4, 0, 3, 20, 10700, 0.071
Random, -, -, 1.4, 0, 2, 20, 35400, 0.066
Random, -, -, 1.4, 0, 1, 20, 57300, 0.063
Random, -, -, 1.4, 0, 2, 20, 32700, 0.075
Random, -, -, 1.4, 0, 3, 20, 11700, 0.066
Random, -, -, 1.4, 0, 1, 20, 43100, 0.063
Random, -, -, 1.4, 0, 3, 20, 7800, 0.074
Random, -, -, 1.4, 0, 3, 20, 12200, 0.066
